,Long,Short
2025-09-27 20:45:00+02:00,73.47,80.39
2025-09-27 21:00:00+02:00,82.41,90.17
2025-09-27 21:15:00+02:00,80.75,88.37
2025-09-27 21:30:00+02:00,80.75,88.35
2025-09-27 21:45:00+02:00,56.63,61.97
2025-09-27 22:00:00+02:00,66.19,72.43
2025-09-27 22:15:00+02:00,27.76,30.38
2025-09-27 22:30:00+02:00,90.73,99.29
2025-09-27 22:45:00+02:00,90.09,98.59
2025-09-27 23:00:00+02:00,79.06,86.52
2025-09-27 23:15:00+02:00,63.64,69.64
2025-09-27 23:30:00+02:00,77.63,84.95
2025-09-27 23:45:00+02:00,76.91,84.15
2025-09-28 00:00:00+02:00,71.13,77.83
2025-09-28 00:15:00+02:00,60.63,66.35
2025-09-28 00:30:00+02:00,58.83,64.37
2025-09-28 00:45:00+02:00,32.43,35.49
2025-09-28 01:00:00+02:00,54.52,59.66
2025-09-28 01:15:00+02:00,39.53,43.25
2025-09-28 01:30:00+02:00,35.08,38.38
2025-09-28 01:45:00+02:00,29.46,32.24
2025-09-28 02:00:00+02:00,62.13,67.99
2025-09-28 02:15:00+02:00,38.67,42.31
2025-09-28 02:30:00+02:00,74.76,81.8
2025-09-28 02:45:00+02:00,27.06,29.6
2025-09-28 03:00:00+02:00,34.27,37.51
2025-09-28 03:15:00+02:00,73.96,80.92
2025-09-28 03:30:00+02:00,87.03,95.23
2025-09-28 03:45:00+02:00,51.74,56.62
2025-09-28 04:00:00+02:00,29.78,32.58
2025-09-28 04:15:00+02:00,36.31,39.73
2025-09-28 04:30:00+02:00,34.74,38.02
2025-09-28 04:45:00+02:00,30.13,32.97
2025-09-28 05:00:00+02:00,9.07,9.93
2025-09-28 05:15:00+02:00,52.95,57.95
2025-09-28 05:30:00+02:00,13.0,14.22
2025-09-28 05:45:00+02:00,46.86,51.28
2025-09-28 06:00:00+02:00,31.63,34.61
2025-09-28 06:15:00+02:00,39.36,43.06
2025-09-28 06:30:00+02:00,61.05,66.81
2025-09-28 06:45:00+02:00,42.34,46.32
2025-09-28 07:00:00+02:00,38.87,42.53
2025-09-28 07:15:00+02:00,36.07,39.47
2025-09-28 07:30:00+02:00,68.23,74.65
2025-09-28 07:45:00+02:00,37.46,41.0
2025-09-28 08:00:00+02:00,39.63,43.37
2025-09-28 08:15:00+02:00,40.28,44.08
2025-09-28 08:30:00+02:00,40.49,44.31
2025-09-28 08:45:00+02:00,53.63,58.69
2025-09-28 09:00:00+02:00,58.67,64.19
2025-09-28 09:15:00+02:00,56.46,61.78
2025-09-28 09:30:00+02:00,49.06,53.68
2025-09-28 09:45:00+02:00,49.16,53.8
2025-09-28 10:00:00+02:00,51.65,56.51
2025-09-28 10:15:00+02:00,46.18,50.54
2025-09-28 10:30:00+02:00,46.03,50.37
2025-09-28 10:45:00+02:00,39.53,43.25
2025-09-28 11:00:00+02:00,35.78,39.16
2025-09-28 11:15:00+02:00,37.75,41.31
2025-09-28 11:30:00+02:00,38.68,42.32
2025-09-28 11:45:00+02:00,36.25,39.67
2025-09-28 12:00:00+02:00,34.74,38.02
2025-09-28 12:15:00+02:00,33.82,37.0
2025-09-28 12:30:00+02:00,-5.57,-5.09
2025-09-28 12:45:00+02:00,-2.42,-2.22
2025-09-28 13:00:00+02:00,14.12,15.46
2025-09-28 13:15:00+02:00,5.35,5.85
2025-09-28 13:30:00+02:00,11.55,12.63
2025-09-28 13:45:00+02:00,9.4,10.28
2025-09-28 14:00:00+02:00,10.58,11.58
2025-09-28 14:15:00+02:00,11.97,13.09
2025-09-28 14:30:00+02:00,21.17,23.17
2025-09-28 14:45:00+02:00,20.63,22.57
2025-09-28 15:00:00+02:00,17.07,18.67
2025-09-28 15:15:00+02:00,75.31,82.41
2025-09-28 15:30:00+02:00,32.87,35.97
2025-09-28 15:45:00+02:00,31.63,34.61
2025-09-28 16:00:00+02:00,22.18,24.28
2025-09-28 16:15:00+02:00,25.31,27.69
2025-09-28 16:30:00+02:00,17.24,18.86
2025-09-28 16:45:00+02:00,16.15,17.67
2025-09-28 17:00:00+02:00,18.3,20.02
2025-09-28 17:15:00+02:00,18.79,20.57
2025-09-28 17:30:00+02:00,20.69,22.65
2025-09-28 17:45:00+02:00,24.06,26.32
2025-09-28 18:00:00+02:00,26.9,29.44
2025-09-28 18:15:00+02:00,28.6,31.3
2025-09-28 18:30:00+02:00,21.52,23.54
2025-09-28 18:45:00+02:00,28.74,31.44
2025-09-28 19:00:00+02:00,23.88,26.13
2025-09-28 19:15:00+02:00,76.51,83.73
2025-09-28 19:30:00+02:00,19.18,20.98
2025-09-28 19:45:00+02:00,23.66,25.88
2025-09-28 20:00:00+02:00,18.63,20.39
2025-09-28 20:15:00+02:00,18.33,20.05
2025-09-28 20:30:00+02:00,62.46,68.34
2025-09-28 20:45:00+02:00,79.12,86.58
2025-09-28 21:00:00+02:00,74.53,81.55
2025-09-28 21:15:00+02:00,78.91,86.35
2025-09-28 21:30:00+02:00,79.57,87.07
2025-09-28 21:45:00+02:00,78.83,86.25
2025-09-28 22:00:00+02:00,104.18,114.0
2025-09-28 22:15:00+02:00,112.95,123.59
2025-09-28 22:30:00+02:00,120.8,132.18
2025-09-28 22:45:00+02:00,120.52,131.88
2025-09-28 23:00:00+02:00,70.09,76.69
2025-09-28 23:15:00+02:00,65.8,72.0
2025-09-28 23:30:00+02:00,62.91,68.83
2025-09-28 23:45:00+02:00,83.51,91.39
2025-09-29 00:00:00+02:00,59.61,65.23
2025-09-29 00:15:00+02:00,52.1,57.0
2025-09-29 00:30:00+02:00,55.75,61.01
2025-09-29 00:45:00+02:00,39.46,43.18
2025-09-29 01:00:00+02:00,51.18,56.0
2025-09-29 01:15:00+02:00,51.26,56.1
2025-09-29 01:30:00+02:00,52.25,57.17
2025-09-29 01:45:00+02:00,57.01,62.39
2025-09-29 02:00:00+02:00,56.65,61.99
2025-09-29 02:15:00+02:00,57.75,63.19
2025-09-29 02:30:00+02:00,51.66,56.52
2025-09-29 02:45:00+02:00,48.92,53.54
2025-09-29 03:00:00+02:00,48.03,52.55
2025-09-29 03:15:00+02:00,48.79,53.39
2025-09-29 03:30:00+02:00,48.84,53.44
2025-09-29 03:45:00+02:00,48.84,53.44
2025-09-29 04:00:00+02:00,48.23,52.77
2025-09-29 04:15:00+02:00,48.29,52.85
2025-09-29 04:30:00+02:00,48.3,52.86
2025-09-29 04:45:00+02:00,48.3,52.86
2025-09-29 05:00:00+02:00,48.3,52.86
2025-09-29 05:15:00+02:00,48.18,52.72
2025-09-29 05:30:00+02:00,56.63,61.97
2025-09-29 05:45:00+02:00,59.32,64.9
2025-09-29 06:00:00+02:00,-56.47,-51.61
2025-09-29 06:15:00+02:00,123.54,135.18
2025-09-29 06:30:00+02:00,144.7,158.34
2025-09-29 06:45:00+02:00,121.52,132.98
2025-09-29 07:00:00+02:00,65.64,71.82
2025-09-29 07:15:00+02:00,61.64,67.44
2025-09-29 07:30:00+02:00,102.16,111.78
2025-09-29 07:45:00+02:00,97.84,107.06
2025-09-29 08:00:00+02:00,103.91,113.71
2025-09-29 08:15:00+02:00,78.93,86.37
2025-09-29 08:30:00+02:00,76.5,83.7
2025-09-29 08:45:00+02:00,80.59,88.19
2025-09-29 09:00:00+02:00,117.69,128.79
2025-09-29 09:15:00+02:00,133.07,145.61
2025-09-29 09:30:00+02:00,115.66,126.56
2025-09-29 09:45:00+02:00,25.59,28.01
2025-09-29 10:00:00+02:00,101.82,111.42
2025-09-29 10:15:00+02:00,123.78,135.44
2025-09-29 10:30:00+02:00,122.34,133.86
2025-09-29 10:45:00+02:00,116.78,127.78
2025-09-29 11:00:00+02:00,67.85,74.25
2025-09-29 11:15:00+02:00,57.64,63.08
2025-09-29 11:30:00+02:00,58.12,63.6
2025-09-29 11:45:00+02:00,58.15,63.63
2025-09-29 12:00:00+02:00,60.46,66.16
2025-09-29 12:15:00+02:00,60.46,66.16
2025-09-29 12:30:00+02:00,61.95,67.79
2025-09-29 12:45:00+02:00,58.12,63.6
2025-09-29 13:00:00+02:00,71.68,78.44
2025-09-29 13:15:00+02:00,61.1,66.86
2025-09-29 13:30:00+02:00,-1.01,-0.93
2025-09-29 13:45:00+02:00,10.92,11.94
2025-09-29 14:00:00+02:00,50.91,55.71
2025-09-29 14:15:00+02:00,11.35,12.41
2025-09-29 14:30:00+02:00,20.24,22.14
2025-09-29 14:45:00+02:00,7.37,8.07
2025-09-29 15:00:00+02:00,-24.58,-22.46
2025-09-29 15:15:00+02:00,-18.98,-17.34
2025-09-29 15:30:00+02:00,-5.07,-4.63
2025-09-29 15:45:00+02:00,16.25,17.79
2025-09-29 16:00:00+02:00,21.25,23.25
2025-09-29 16:15:00+02:00,41.95,45.91
2025-09-29 16:30:00+02:00,29.68,32.48
2025-09-29 16:45:00+02:00,13.51,14.79
2025-09-29 17:00:00+02:00,19.53,21.37
2025-09-29 17:15:00+02:00,18.9,20.68
2025-09-29 17:30:00+02:00,17.72,19.38
2025-09-29 17:45:00+02:00,48.9,53.5
2025-09-29 18:00:00+02:00,40.13,43.91
2025-09-29 18:15:00+02:00,51.84,56.72
2025-09-29 18:30:00+02:00,52.62,57.58
2025-09-29 18:45:00+02:00,69.72,76.29
2025-09-29 19:00:00+02:00,66.85,73.15
2025-09-29 19:15:00+02:00,-12.17,-11.13
2025-09-29 19:30:00+02:00,83.38,91.24
2025-09-29 19:45:00+02:00,92.06,100.74
2025-09-29 20:00:00+02:00,137.62,150.58
2025-09-29 20:15:00+02:00,160.28,175.38
2025-09-29 20:30:00+02:00,151.96,166.28
2025-09-29 20:45:00+02:00,72.81,79.67
2025-09-29 21:00:00+02:00,155.12,169.74
2025-09-29 21:15:00+02:00,140.06,153.26
2025-09-29 21:30:00+02:00,11.78,12.9
2025-09-29 21:45:00+02:00,-141.99,-129.77
2025-09-29 22:00:00+02:00,107.6,117.74
2025-09-29 22:15:00+02:00,109.79,120.13
2025-09-29 22:30:00+02:00,110.33,120.73
2025-09-29 22:45:00+02:00,111.41,121.91
2025-09-29 23:00:00+02:00,96.88,106.0
2025-09-29 23:15:00+02:00,82.21,89.95
2025-09-29 23:30:00+02:00,102.56,112.22
2025-09-29 23:45:00+02:00,102.71,112.39
2025-09-30 00:00:00+02:00,79.11,86.57
2025-09-30 00:15:00+02:00,64.92,71.04
2025-09-30 00:30:00+02:00,66.87,73.17
2025-09-30 00:45:00+02:00,68.83,75.31
2025-09-30 01:00:00+02:00,97.81,107.03
2025-09-30 01:15:00+02:00,54.79,59.95
2025-09-30 01:30:00+02:00,60.66,66.38
2025-09-30 01:45:00+02:00,60.31,65.99
2025-09-30 02:00:00+02:00,51.37,56.21
2025-09-30 02:15:00+02:00,46.54,50.92
2025-09-30 02:30:00+02:00,87.92,96.2
2025-09-30 02:45:00+02:00,61.97,67.81
2025-09-30 03:00:00+02:00,43.05,47.11
2025-09-30 03:15:00+02:00,29.05,31.79
2025-09-30 03:30:00+02:00,28.28,30.94
2025-09-30 03:45:00+02:00,38.89,42.55
2025-09-30 04:00:00+02:00,55.18,60.38
2025-09-30 04:15:00+02:00,31.3,34.26
2025-09-30 04:30:00+02:00,31.76,34.76
2025-09-30 04:45:00+02:00,43.03,47.09
2025-09-30 05:00:00+02:00,-177.94,-162.62
2025-09-30 05:15:00+02:00,27.71,30.33
2025-09-30 05:30:00+02:00,3.31,3.63
2025-09-30 05:45:00+02:00,30.69,33.59
2025-09-30 06:00:00+02:00,39.18,42.88
2025-09-30 06:15:00+02:00,64.46,70.54
2025-09-30 06:30:00+02:00,100.38,109.84
2025-09-30 06:45:00+02:00,139.32,152.44
2025-09-30 07:00:00+02:00,82.97,90.79
2025-09-30 07:15:00+02:00,107.78,117.94
2025-09-30 07:30:00+02:00,99.95,109.37
2025-09-30 07:45:00+02:00,95.88,104.92
2025-09-30 08:00:00+02:00,154.45,169.01
2025-09-30 08:15:00+02:00,147.52,161.42
2025-09-30 08:30:00+02:00,171.42,187.58
2025-09-30 08:45:00+02:00,188.78,206.58
2025-09-30 09:00:00+02:00,121.82,133.3
2025-09-30 09:15:00+02:00,123.91,135.59
2025-09-30 09:30:00+02:00,124.62,136.36
2025-09-30 09:45:00+02:00,109.49,119.81
2025-09-30 10:00:00+02:00,137.92,150.92
2025-09-30 10:15:00+02:00,134.61,147.29
2025-09-30 10:30:00+02:00,135.84,148.64
2025-09-30 10:45:00+02:00,159.09,174.09
2025-09-30 11:00:00+02:00,94.19,103.07
2025-09-30 11:15:00+02:00,88.9,97.28
2025-09-30 11:30:00+02:00,102.68,112.36
2025-09-30 11:45:00+02:00,102.68,112.36
2025-09-30 12:00:00+02:00,11.87,12.99
2025-09-30 12:15:00+02:00,27.36,29.94
2025-09-30 12:30:00+02:00,50.12,54.84
2025-09-30 12:45:00+02:00,15.83,17.33
2025-09-30 13:00:00+02:00,28.51,31.19
2025-09-30 13:15:00+02:00,-34.19,-31.25
2025-09-30 13:30:00+02:00,-26.96,-24.64
2025-09-30 13:45:00+02:00,-10.35,-9.45
2025-09-30 14:00:00+02:00,24.66,26.98
2025-09-30 14:15:00+02:00,36.01,39.41
2025-09-30 14:30:00+02:00,7.1,7.76
2025-09-30 14:45:00+02:00,7.1,7.76
2025-09-30 15:00:00+02:00,21.86,23.92
2025-09-30 15:15:00+02:00,21.86,23.92
2025-09-30 15:30:00+02:00,21.86,23.92
2025-09-30 15:45:00+02:00,30.15,32.99
2025-09-30 16:00:00+02:00,-10.35,-9.45
2025-09-30 16:15:00+02:00,-10.35,-9.45
2025-09-30 16:30:00+02:00,62.39,68.27
2025-09-30 16:45:00+02:00,49.04,53.66
2025-09-30 17:00:00+02:00,-36.89,-33.71
2025-09-30 17:15:00+02:00,23.9,26.16
2025-09-30 17:30:00+02:00,-28.14,-25.72
2025-09-30 17:45:00+02:00,64.35,70.41
2025-09-30 18:00:00+02:00,-129.99,-118.79
2025-09-30 18:15:00+02:00,28.72,31.42
2025-09-30 18:30:00+02:00,72.68,79.52
2025-09-30 18:45:00+02:00,102.29,111.93
2025-09-30 19:00:00+02:00,68.81,75.29
2025-09-30 19:15:00+02:00,94.22,103.1
2025-09-30 19:30:00+02:00,110.04,120.42
2025-09-30 19:45:00+02:00,175.21,191.73
2025-09-30 20:00:00+02:00,246.79,270.05
2025-09-30 20:15:00+02:00,255.18,279.22
2025-09-30 20:30:00+02:00,277.9,304.08
2025-09-30 20:45:00+02:00,-179.17,-163.73
2025-09-30 21:00:00+02:00,233.14,255.12
2025-09-30 21:15:00+02:00,218.05,238.59
2025-09-30 21:30:00+02:00,215.48,235.78
2025-09-30 21:45:00+02:00,229.65,251.29
2025-09-30 22:00:00+02:00,283.92,310.68
2025-09-30 22:15:00+02:00,-30.96,-28.3
2025-09-30 22:30:00+02:00,39.96,43.72
2025-09-30 22:45:00+02:00,56.45,61.77
2025-09-30 23:00:00+02:00,45.07,49.31
2025-09-30 23:15:00+02:00,26.05,28.51
2025-09-30 23:30:00+02:00,97.04,106.18
2025-09-30 23:45:00+02:00,97.92,107.14
2025-10-01 00:00:00+02:00,65.89,73.25
2025-10-01 00:15:00+02:00,149.29,165.97
2025-10-01 00:30:00+02:00,83.91,93.29
2025-10-01 00:45:00+02:00,100.81,112.07
2025-10-01 01:00:00+02:00,101.72,113.08
2025-10-01 01:15:00+02:00,95.73,106.43
2025-10-01 01:30:00+02:00,110.57,122.93
2025-10-01 01:45:00+02:00,69.5,77.26
2025-10-01 02:00:00+02:00,78.41,87.17
2025-10-01 02:15:00+02:00,96.35,107.11
2025-10-01 02:30:00+02:00,81.37,90.45
2025-10-01 02:45:00+02:00,98.81,109.85
2025-10-01 03:00:00+02:00,48.46,53.88
2025-10-01 03:15:00+02:00,52.03,57.85
2025-10-01 03:30:00+02:00,23.88,26.54
2025-10-01 03:45:00+02:00,28.85,32.07
2025-10-01 04:00:00+02:00,13.72,15.26
2025-10-01 04:15:00+02:00,25.88,28.78
2025-10-01 04:30:00+02:00,29.5,32.8
2025-10-01 04:45:00+02:00,35.25,39.19
2025-10-01 05:00:00+02:00,68.66,76.34
2025-10-01 05:15:00+02:00,87.95,97.77
2025-10-01 05:30:00+02:00,87.67,97.47
2025-10-01 05:45:00+02:00,74.35,82.65
2025-10-01 06:00:00+02:00,130.87,145.49
2025-10-01 06:15:00+02:00,125.36,139.36
2025-10-01 06:30:00+02:00,113.05,125.67
2025-10-01 06:45:00+02:00,94.71,105.29
2025-10-01 07:00:00+02:00,149.34,166.02
2025-10-01 07:15:00+02:00,144.78,160.96
2025-10-01 07:30:00+02:00,182.8,203.22
2025-10-01 07:45:00+02:00,178.73,198.69
2025-10-01 08:00:00+02:00,156.25,173.71
2025-10-01 08:15:00+02:00,148.54,165.14
2025-10-01 08:30:00+02:00,166.91,185.55
2025-10-01 08:45:00+02:00,186.34,207.16
2025-10-01 09:00:00+02:00,167.81,186.55
2025-10-01 09:15:00+02:00,176.08,195.76
2025-10-01 09:30:00+02:00,62.85,69.87
2025-10-01 09:45:00+02:00,57.01,63.37
2025-10-01 10:00:00+02:00,78.25,86.99
2025-10-01 10:15:00+02:00,78.25,86.99
2025-10-01 10:30:00+02:00,48.41,53.81
2025-10-01 10:45:00+02:00,28.31,31.47
2025-10-01 11:00:00+02:00,16.21,18.03
2025-10-01 11:15:00+02:00,12.65,14.07
2025-10-01 11:30:00+02:00,13.78,15.32
2025-10-01 11:45:00+02:00,13.98,15.54
2025-10-01 12:00:00+02:00,18.81,20.91
2025-10-01 12:15:00+02:00,40.19,44.69
2025-10-01 12:30:00+02:00,46.49,51.69
2025-10-01 12:45:00+02:00,28.77,31.99
2025-10-01 13:00:00+02:00,22.32,24.82
2025-10-01 13:15:00+02:00,17.19,19.11
2025-10-01 13:30:00+02:00,17.87,19.87
2025-10-01 13:45:00+02:00,18.26,20.3
2025-10-01 14:00:00+02:00,19.38,21.54
2025-10-01 14:15:00+02:00,7.71,8.57
2025-10-01 14:30:00+02:00,-2.78,-2.5
2025-10-01 14:45:00+02:00,-12.03,-10.83
2025-10-01 15:00:00+02:00,-1.77,-1.59
2025-10-01 15:15:00+02:00,-7.23,-6.51
2025-10-01 15:30:00+02:00,-6.66,-6.0
2025-10-01 15:45:00+02:00,15.8,17.56
2025-10-01 16:00:00+02:00,0.23,0.25
2025-10-01 16:15:00+02:00,9.23,10.27
2025-10-01 16:30:00+02:00,35.61,39.59
2025-10-01 16:45:00+02:00,26.76,29.74
2025-10-01 17:00:00+02:00,4.11,4.57
2025-10-01 17:15:00+02:00,70.69,78.59
2025-10-01 17:30:00+02:00,44.91,49.93
2025-10-01 17:45:00+02:00,46.07,51.21
2025-10-01 18:00:00+02:00,28.71,31.91
2025-10-01 18:15:00+02:00,78.4,87.16
2025-10-01 18:30:00+02:00,53.77,59.77
2025-10-01 18:45:00+02:00,101.34,112.66
2025-10-01 19:00:00+02:00,56.03,62.29
2025-10-01 19:15:00+02:00,100.17,111.35
2025-10-01 19:30:00+02:00,99.37,110.47
2025-10-01 19:45:00+02:00,118.44,131.68
2025-10-01 20:00:00+02:00,121.56,135.14
2025-10-01 20:15:00+02:00,140.18,155.84
2025-10-01 20:30:00+02:00,114.01,126.75
2025-10-01 20:45:00+02:00,135.49,150.63
2025-10-01 21:00:00+02:00,113.34,126.0
2025-10-01 21:15:00+02:00,108.92,121.08
2025-10-01 21:30:00+02:00,119.52,132.88
2025-10-01 21:45:00+02:00,-41.77,-37.57
2025-10-01 22:00:00+02:00,50.05,55.65
2025-10-01 22:15:00+02:00,45.91,51.03
2025-10-01 22:30:00+02:00,151.36,168.26
2025-10-01 22:45:00+02:00,104.59,116.27
2025-10-01 23:00:00+02:00,131.38,146.06
2025-10-01 23:15:00+02:00,130.92,145.54
2025-10-01 23:30:00+02:00,118.88,132.16
2025-10-01 23:45:00+02:00,128.84,143.24
2025-10-02 00:00:00+02:00,132.72,147.54
2025-10-02 00:15:00+02:00,129.74,144.24
2025-10-02 00:30:00+02:00,120.77,134.27
2025-10-02 00:45:00+02:00,97.68,108.6
2025-10-02 01:00:00+02:00,98.53,109.53
2025-10-02 01:15:00+02:00,135.82,151.0
2025-10-02 01:30:00+02:00,136.95,152.25
2025-10-02 01:45:00+02:00,139.37,154.93
2025-10-02 02:00:00+02:00,139.36,154.92
2025-10-02 02:15:00+02:00,142.61,158.55
2025-10-02 02:30:00+02:00,146.2,162.54
2025-10-02 02:45:00+02:00,60.67,67.45
2025-10-02 03:00:00+02:00,136.42,151.66
2025-10-02 03:15:00+02:00,52.14,57.96
2025-10-02 03:30:00+02:00,70.55,78.43
2025-10-02 03:45:00+02:00,43.94,48.84
2025-10-02 04:00:00+02:00,32.5,36.12
2025-10-02 04:15:00+02:00,86.99,96.71
2025-10-02 04:30:00+02:00,32.46,36.08
2025-10-02 04:45:00+02:00,50.57,56.21
2025-10-02 05:00:00+02:00,81.8,90.94
2025-10-02 05:15:00+02:00,61.11,67.93
2025-10-02 05:30:00+02:00,83.89,93.27
2025-10-02 05:45:00+02:00,86.38,96.02
2025-10-02 06:00:00+02:00,49.27,54.77
2025-10-02 06:15:00+02:00,47.4,52.7
2025-10-02 06:30:00+02:00,52.97,58.89
2025-10-02 06:45:00+02:00,47.42,52.72
2025-10-02 07:00:00+02:00,54.7,60.8
2025-10-02 07:15:00+02:00,49.54,55.08
2025-10-02 07:30:00+02:00,47.36,52.65
2025-10-02 07:45:00+02:00,109.82,122.08
2025-10-02 08:00:00+02:00,143.68,159.74
2025-10-02 08:15:00+02:00,75.08,83.46
2025-10-02 08:30:00+02:00,64.6,71.82
2025-10-02 08:45:00+02:00,79.73,88.63
2025-10-02 09:00:00+02:00,112.25,124.79
2025-10-02 09:15:00+02:00,110.81,123.19
2025-10-02 09:30:00+02:00,115.82,128.76
2025-10-02 09:45:00+02:00,59.26,65.88
2025-10-02 10:00:00+02:00,100.4,111.62
2025-10-02 10:15:00+02:00,116.68,129.72
2025-10-02 10:30:00+02:00,18.04,20.06
2025-10-02 10:45:00+02:00,13.71,15.25
2025-10-02 11:00:00+02:00,-175.32,-157.7
2025-10-02 11:15:00+02:00,-98.3,-88.42
2025-10-02 11:30:00+02:00,-137.9,-124.04
2025-10-02 11:45:00+02:00,-83.0,-74.66
2025-10-02 12:00:00+02:00,-7.58,-6.82
2025-10-02 12:15:00+02:00,18.11,20.13
2025-10-02 12:30:00+02:00,18.69,20.77
2025-10-02 12:45:00+02:00,18.17,20.19
2025-10-02 13:00:00+02:00,17.91,19.91
2025-10-02 13:15:00+02:00,18.1,20.12
2025-10-02 13:30:00+02:00,17.74,19.72
2025-10-02 13:45:00+02:00,19.25,21.39
2025-10-02 14:00:00+02:00,25.69,28.55
2025-10-02 14:15:00+02:00,25.8,28.68
2025-10-02 14:30:00+02:00,18.09,20.11
2025-10-02 14:45:00+02:00,-70.43,-63.35
2025-10-02 15:00:00+02:00,-319.69,-287.57
2025-10-02 15:15:00+02:00,-219.69,-197.61
2025-10-02 15:30:00+02:00,2.78,3.1
2025-10-02 15:45:00+02:00,7.0,7.78
2025-10-02 16:00:00+02:00,23.29,25.89
2025-10-02 16:15:00+02:00,20.95,23.29
2025-10-02 16:30:00+02:00,20.74,23.06
2025-10-02 16:45:00+02:00,22.27,24.75
2025-10-02 17:00:00+02:00,34.47,38.33
2025-10-02 17:15:00+02:00,69.44,77.2
2025-10-02 17:30:00+02:00,67.76,75.32
2025-10-02 17:45:00+02:00,89.04,98.98
2025-10-02 18:00:00+02:00,144.52,160.66
2025-10-02 18:15:00+02:00,220.12,244.7
2025-10-02 18:30:00+02:00,195.78,217.66
2025-10-02 18:45:00+02:00,234.89,261.13
2025-10-02 19:00:00+02:00,249.67,277.55
2025-10-02 19:15:00+02:00,250.26,278.22
2025-10-02 19:30:00+02:00,250.23,278.19
2025-10-02 19:45:00+02:00,250.2,278.14
2025-10-02 20:00:00+02:00,258.73,287.63
2025-10-02 20:15:00+02:00,284.38,316.14
2025-10-02 20:30:00+02:00,226.1,251.36
2025-10-02 20:45:00+02:00,255.13,283.63
2025-10-02 21:00:00+02:00,283.48,315.14
2025-10-02 21:15:00+02:00,263.37,292.79
2025-10-02 21:30:00+02:00,134.25,149.25
2025-10-02 21:45:00+02:00,106.48,118.38
2025-10-02 22:00:00+02:00,120.7,134.18
2025-10-02 22:15:00+02:00,131.14,145.78
2025-10-02 22:30:00+02:00,120.15,133.57
2025-10-02 22:45:00+02:00,111.12,123.54
2025-10-02 23:00:00+02:00,40.93,45.51
2025-10-02 23:15:00+02:00,101.28,112.6
2025-10-02 23:30:00+02:00,47.51,52.81
2025-10-02 23:45:00+02:00,26.97,29.99
2025-10-03 00:00:00+02:00,25.59,28.45
2025-10-03 00:15:00+02:00,24.77,27.53
2025-10-03 00:30:00+02:00,24.83,27.61
2025-10-03 00:45:00+02:00,19.87,22.09
2025-10-03 01:00:00+02:00,36.08,40.12
2025-10-03 01:15:00+02:00,27.77,30.87
2025-10-03 01:30:00+02:00,27.26,30.3
2025-10-03 01:45:00+02:00,20.92,23.26
2025-10-03 02:00:00+02:00,22.39,24.89
2025-10-03 02:15:00+02:00,12.5,13.9
2025-10-03 02:30:00+02:00,28.1,31.24
2025-10-03 02:45:00+02:00,34.72,38.6
2025-10-03 03:00:00+02:00,39.03,43.39
2025-10-03 03:15:00+02:00,31.78,35.32
2025-10-03 03:30:00+02:00,25.19,28.01
2025-10-03 03:45:00+02:00,21.22,23.6
2025-10-03 04:00:00+02:00,80.84,89.88
2025-10-03 04:15:00+02:00,55.92,62.16
2025-10-03 04:30:00+02:00,21.3,23.68
2025-10-03 04:45:00+02:00,77.13,85.75
2025-10-03 05:00:00+02:00,92.35,102.67
2025-10-03 05:15:00+02:00,38.78,43.12
2025-10-03 05:30:00+02:00,27.54,30.62
2025-10-03 05:45:00+02:00,35.72,39.7
2025-10-03 06:00:00+02:00,46.04,51.18
2025-10-03 06:15:00+02:00,41.49,46.13
2025-10-03 06:30:00+02:00,33.21,36.93
2025-10-03 06:45:00+02:00,48.61,54.03
2025-10-03 07:00:00+02:00,109.99,122.27
2025-10-03 07:15:00+02:00,117.43,130.55
2025-10-03 07:30:00+02:00,113.53,126.21
2025-10-03 07:45:00+02:00,114.51,127.31
2025-10-03 08:00:00+02:00,113.31,125.97
2025-10-03 08:15:00+02:00,89.95,99.99
2025-10-03 08:30:00+02:00,124.76,138.7
2025-10-03 08:45:00+02:00,122.09,135.73
2025-10-03 09:00:00+02:00,90.11,100.17
2025-10-03 09:15:00+02:00,67.33,74.85
2025-10-03 09:30:00+02:00,60.06,66.76
2025-10-03 09:45:00+02:00,103.95,115.57
2025-10-03 10:00:00+02:00,88.61,98.51
2025-10-03 10:15:00+02:00,90.2,100.28
2025-10-03 10:30:00+02:00,51.09,56.79
2025-10-03 10:45:00+02:00,48.29,53.69
2025-10-03 11:00:00+02:00,52.22,58.06
2025-10-03 11:15:00+02:00,48.32,53.72
2025-10-03 11:30:00+02:00,33.44,37.18
2025-10-03 11:45:00+02:00,33.72,37.48
2025-10-03 12:00:00+02:00,32.88,36.56
2025-10-03 12:15:00+02:00,3.08,3.42
2025-10-03 12:30:00+02:00,22.18,24.66
2025-10-03 12:45:00+02:00,27.12,30.14
2025-10-03 13:00:00+02:00,22.0,24.46
2025-10-03 13:15:00+02:00,13.48,14.98
2025-10-03 13:30:00+02:00,14.14,15.72
2025-10-03 13:45:00+02:00,10.74,11.94
2025-10-03 14:00:00+02:00,14.08,15.66
2025-10-03 14:15:00+02:00,12.39,13.77
2025-10-03 14:30:00+02:00,13.71,15.25
2025-10-03 14:45:00+02:00,13.71,15.25
2025-10-03 15:00:00+02:00,12.3,13.68
2025-10-03 15:15:00+02:00,12.87,14.31
2025-10-03 15:30:00+02:00,200.75,223.17
2025-10-03 15:45:00+02:00,144.72,160.88
